"Optional login background. Accepted: SVG, PNG, JPG, WebP.","Optionele loginachtergrond. Toegestaan: SVG, PNG, JPG, WebP."
"Illustration shown in the passkey setup wizard. Accepted: SVG, PNG, JPG, WebP.","Illustratie getoond in de passkey-installatiewizard. Toegestaan: SVG, PNG, JPG, WebP."
"Icon shown on the Admin dashboard widget. Accepted: SVG, PNG, JPG, WebP.","Pictogram getoond op de admindashboard-widget. Toegestaan: SVG, PNG, JPG, WebP."
"Login Intro Copy","Introtekst login"
"Text shown above the passkey button on the Admin login. Leave empty for the default.","Tekst boven de passkey-knop op de adminlogin. Laat leeg voor de standaardtekst."
"Wizard Intro Copy","Introtekst wizard"
"Text shown at the start of the passkey setup wizard. Leave empty for the default.","Tekst aan het begin van de passkey-installatiewizard. Laat leeg voor de standaardtekst."
"Diagnostics Intro Copy","Introtekst diagnostiek"
"Text shown on the diagnostics screen. Leave empty for the default.","Tekst getoond op het diagnostiekscherm. Laat leeg voor de standaardtekst."
"Security Score Label: Poor","Beveiligingsscore-label: Slecht"
"Security Score Label: Fair","Beveiligingsscore-label: Matig"
"Security Score Label: Good","Beveiligingsscore-label: Goed"
"Security Score Label: Excellent","Beveiligingsscore-label: Uitstekend"
"Card: Quick Actions","Kaart: Snelle acties"
"Support Confirmation Template","Sjabloon supportbevestiging"
"Confirmation email sent to an administrator after a support request.","Bevestigingsmail verzonden naar een beheerder na een supportverzoek."
"Security Alert Template","Sjabloon beveiligingswaarschuwing"
"Email sent when a critical security event is detected.","E-mail verzonden wanneer een kritieke beveiligingsgebeurtenis wordt gedetecteerd."
"Sign in securely with your passkey — no password required.","Log veilig in met je passkey — geen wachtwoord nodig."
"Set up a passkey to protect your Admin account.","Stel een passkey in om je adminaccount te beschermen."
"Generate a sanitised diagnostics bundle to share with support.","Genereer een opgeschoonde diagnostiekbundel om met support te delen."
"Poor","Slecht"
"Fair","Matig"
"Good","Goed"
"Excellent","Uitstekend"
"The uploaded SVG contains scripting or external content and was rejected for security reasons.","De geüploade SVG bevat scripting of externe inhoud en is om veiligheidsredenen geweigerd."
"Passkey Adoption","Passkey-adoptie"
"%1 of %2 admins have a passkey.","%1 van %2 beheerders hebben een passkey."
"Admins Without Passkeys","Beheerders zonder passkeys"
"Administrators that still rely on a password.","Beheerders die nog op een wachtwoord vertrouwen."
"Passkey vs Password Logins","Passkey- versus wachtwoordlogins"
"Passkey logins: %1, password logins: %2.","Passkey-logins: %1, wachtwoordlogins: %2."
"Active Lockouts","Actieve blokkeringen"
"Accounts currently locked after failed attempts.","Accounts die momenteel geblokkeerd zijn na mislukte pogingen."
"Failed Logins (24h)","Mislukte logins (24u)"
"Failed admin login attempts in the last 24 hours.","Mislukte adminloginpogingen in de laatste 24 uur."
"Health Status","Statusoverzicht"
"Recovery Mode","Herstelmodus"
"Enabled","Ingeschakeld"
"Disabled","Uitgeschakeld"
"Enabled at %1.","Ingeschakeld op %1."
"Emergency recovery is not active.","Noodherstel is niet actief."
"Active trusted browsers across all admins.","Actieve vertrouwde browsers over alle beheerders."
"Diagnostics Reports","Diagnostiekrapporten"
"Support diagnostics bundles generated.","Gegenereerde supportdiagnostiekbundels."
"Audit Events","Auditgebeurtenissen"
"Total recorded security audit events.","Totaal aantal geregistreerde beveiligingsauditgebeurtenissen."
"Last Cleanup","Laatste opschoning"
"Status: %1.","Status: %1."
"No cleanup run recorded yet.","Nog geen opschoning geregistreerd."
"Last Security Event","Laatste beveiligingsgebeurtenis"
"No security events recorded yet.","Nog geen beveiligingsgebeurtenissen geregistreerd."
"%1 at %2.","%1 om %2."
"No score computed yet.","Nog geen score berekend."
"Quick Actions","Snelle acties"
"Jump to the Admin Passkey management screens.","Ga direct naar de beheerschermen van Admin Passkey."
"%1 Admin Passkey Security","%1 Admin Passkey-beveiliging"
"Support: %1","Support: %1"
"Need help? Contact %email.","Hulp nodig? Neem contact op via %email."
"Your admin account has been temporarily locked","Je adminaccount is tijdelijk geblokkeerd"
"Your administrator account has been temporarily locked after repeated failed login attempts.","Je beheerdersaccount is tijdelijk geblokkeerd na herhaalde mislukte inlogpogingen."
"The lock is scheduled to lift at %until.","De blokkering wordt naar verwachting opgeheven om %until."
"If this was not you, please review recent activity and contact support at %email.","Als jij dit niet was, bekijk dan de recente activiteit en neem contact op met support via %email."
"Emergency recovery mode was %state","Noodherstelmodus is %state"
"Emergency recovery mode was %state for the Admin Passkey suite.","Noodherstelmodus is %state voor de Admin Passkey-suite."
"Reason:","Reden:"
"Every recovery action is audited. If you did not expect this change, contact support at %email immediately.","Elke herstelactie wordt geaudit. Als je deze wijziging niet verwachtte, neem dan onmiddellijk contact op met support via %email."
"enabled","ingeschakeld"
"disabled","uitgeschakeld"
"We received your support request %reference","We hebben je supportverzoek %reference ontvangen"
"We have received your support request and will get back to you as soon as possible.","We hebben je supportverzoek ontvangen en nemen zo snel mogelijk contact met je op."
"Your support reference is %reference. Please quote it in any follow-up.","Je supportreferentie is %reference. Vermeld deze bij elke vervolgvraag."
"You can also reach us at %email or visit %url.","Je kunt ons ook bereiken via %email of %url bezoeken."
"Security alert: %event","Beveiligingswaarschuwing: %event"
"A security event was detected on your Magento Admin.","Er is een beveiligingsgebeurtenis gedetecteerd op je Magento-admin."
"Event:","Gebeurtenis:"
"Severity:","Ernst:"
"Detected at:","Gedetecteerd op:"
"Please review the Admin Passkey audit log. If you need assistance, contact support at %email.","Bekijk het Admin Passkey-auditlogboek. Neem bij hulp contact op met support via %email."
