"Text shown above the passkey button on the Admin login. Leave empty for the default.","Texto que se muestra sobre el botón de clave de acceso en el inicio de sesión del administrador. Déjelo vacío para el valor predeterminado."
"Wizard Intro Copy","Texto de introducción del asistente"
"Text shown at the start of the passkey setup wizard. Leave empty for the default.","Texto que se muestra al inicio del asistente de configuración de clave de acceso. Déjelo vacío para el valor predeterminado."
"Diagnostics Intro Copy","Texto de introducción de los diagnósticos"
"Text shown on the diagnostics screen. Leave empty for the default.","Texto que se muestra en la pantalla de diagnósticos. Déjelo vacío para el valor predeterminado."
"Security Score Label: Poor","Etiqueta de puntuación de seguridad: Deficiente"
"Security Score Label: Fair","Etiqueta de puntuación de seguridad: Aceptable"
"Security Score Label: Good","Etiqueta de puntuación de seguridad: Buena"
"Security Score Label: Excellent","Etiqueta de puntuación de seguridad: Excelente"
"Card: Quick Actions","Tarjeta: Acciones rápidas"
"Support Confirmation Template","Plantilla de confirmación de soporte"
"Confirmation email sent to an administrator after a support request.","Correo de confirmación enviado a un administrador tras una solicitud de soporte."
"Security Alert Template","Plantilla de alerta de seguridad"
"Email sent when a critical security event is detected.","Correo enviado cuando se detecta un evento de seguridad crítico."
"Sign in securely with your passkey — no password required.","Inicie sesión de forma segura con su clave de acceso: sin contraseña."
"Set up a passkey to protect your Admin account.","Configure una clave de acceso para proteger su cuenta de administrador."
"Generate a sanitised diagnostics bundle to share with support.","Genere un paquete de diagnóstico depurado para compartir con soporte."
"Poor","Deficiente"
"Fair","Aceptable"
"Good","Buena"
"Excellent","Excelente"
"The uploaded SVG contains scripting or external content and was rejected for security reasons.","El SVG subido contiene scripts o contenido externo y se rechazó por motivos de seguridad."
"Passkey Adoption","Adopción de claves de acceso"
"%1 of %2 admins have a passkey.","%1 de %2 administradores tienen una clave de acceso."
"Admins Without Passkeys","Administradores sin claves de acceso"
"Administrators that still rely on a password.","Administradores que aún dependen de una contraseña."
"Passkey vs Password Logins","Inicios de sesión con clave de acceso frente a contraseña"
"Passkey logins: %1, password logins: %2.","Inicios de sesión con clave de acceso: %1, inicios de sesión con contraseña: %2."
"Active Lockouts","Bloqueos activos"
"Accounts currently locked after failed attempts.","Cuentas actualmente bloqueadas tras intentos fallidos."
"Failed Logins (24h)","Inicios de sesión fallidos (24 h)"
"Failed admin login attempts in the last 24 hours.","Intentos de inicio de sesión de administrador fallidos en las últimas 24 horas."
"Health Status","Estado de salud"
"Recovery Mode","Modo de recuperación"
"Enabled","Activado"
"Disabled","Desactivado"
"Enabled at %1.","Activado el %1."
"Emergency recovery is not active.","La recuperación de emergencia no está activa."
"Active trusted browsers across all admins.","Navegadores de confianza activos en todos los administradores."
"Diagnostics Reports","Informes de diagnóstico"
"Support diagnostics bundles generated.","Paquetes de diagnóstico de soporte generados."
"Audit Events","Eventos de auditoría"
"Total recorded security audit events.","Total de eventos de auditoría de seguridad registrados."
"Last Cleanup","Última limpieza"
"Status: %1.","Estado: %1."
"No cleanup run recorded yet.","Aún no se ha registrado ninguna limpieza."
"Last Security Event","Último evento de seguridad"
"No security events recorded yet.","Aún no se han registrado eventos de seguridad."
"%1 at %2.","%1 a las %2."
"No score computed yet.","Aún no se ha calculado ninguna puntuación."
"Quick Actions","Acciones rápidas"
"Jump to the Admin Passkey management screens.","Vaya a las pantallas de gestión de Admin Passkey."
"%1 Admin Passkey Security","Seguridad de Admin Passkey de %1"
"Support: %1","Soporte: %1"
"Need help? Contact %email.","¿Necesita ayuda? Contacte con %email."
"Your admin account has been temporarily locked","Su cuenta de administrador se ha bloqueado temporalmente"
"Your administrator account has been temporarily locked after repeated failed login attempts.","Su cuenta de administrador se ha bloqueado temporalmente tras repetidos intentos de inicio de sesión fallidos."
"The lock is scheduled to lift at %until.","Está previsto que el bloqueo se levante a las %until."
"If this was not you, please review recent activity and contact support at %email.","Si no fue usted, revise la actividad reciente y contacte con soporte en %email."
"Emergency recovery mode was %state","El modo de recuperación de emergencia se %state"
"Emergency recovery mode was %state for the Admin Passkey suite.","El modo de recuperación de emergencia se %state para la suite Admin Passkey."
"Reason:","Motivo:"
"Every recovery action is audited. If you did not expect this change, contact support at %email immediately.","Cada acción de recuperación se audita. Si no esperaba este cambio, contacte con soporte en %email de inmediato."
"enabled","activó"
"disabled","desactivó"
"We received your support request %reference","Hemos recibido su solicitud de soporte %reference"
"We have received your support request and will get back to you as soon as possible.","Hemos recibido su solicitud de soporte y le responderemos lo antes posible."
"Your support reference is %reference. Please quote it in any follow-up.","Su referencia de soporte es %reference. Menciónela en cualquier seguimiento."
"You can also reach us at %email or visit %url.","También puede contactarnos en %email o visitar %url."
"Security alert: %event","Alerta de seguridad: %event"
"A security event was detected on your Magento Admin.","Se detectó un evento de seguridad en su administrador de Magento."
"Event:","Evento:"
"Severity:","Gravedad:"
"Detected at:","Detectado el:"
"Please review the Admin Passkey audit log. If you need assistance, contact support at %email.","Revise el registro de auditoría de Admin Passkey. Si necesita ayuda, contacte con soporte en %email."
"eCommerce Management Dashboard","Panel de gestión de comercio electrónico"
"Sign in to operate your Magento 2 estate. Live platform health shown below.","Inicia sesión para operar tu entorno Magento 2. Estado de la plataforma en directo abajo."
"Authentication Required","Autenticación requerida"
"or continue with credentials","o continúa con tus credenciales"
"or use your credentials","o usa tus credenciales"
"Forgot?","¿Olvidaste?"
"You'll confirm with 2FA in the next step.","Confirmarás con 2FA en el siguiente paso."
"Protected by multi-factor authentication","Protegido con autenticación multifactor"
"Passwordless · no username","Sin contraseña · sin usuario"
"Dark mode","Modo oscuro"
"Light mode","Modo claro"
"System theme","Tema del sistema"
"Sign in to Admin","Iniciar sesión en el Admin"
"Secure Access","Acceso seguro"
"eCommerce","Comercio electrónico"
"Dashboard","Panel"
"Use a passkey, or your Magento admin credentials.","Usa una passkey o tus credenciales de administrador de Magento."
"Centralised control for your Magento 2 store — sales, catalog, customers and configuration from one hardened interface.","Control centralizado de tu tienda Magento 2: ventas, catálogo, clientes y configuración desde una interfaz reforzada."
"Secure Admin Access","Acceso de administrador seguro"
"No username needed. Authenticate with Touch ID, Face ID, or your hardware security key.","No se necesita usuario. Autentícate con Touch ID, Face ID o tu llave de seguridad física."
"Continue with passkey","Continuar con passkey"
"Security policy","Política de seguridad"
"Passwordless — no username or password","Sin contraseña — sin usuario ni contraseña"
"Passwordless sign-in","Inicio de sesión sin contraseña"
"Sign in with a passkey","Iniciar sesión con una passkey"
"Sign in","Iniciar sesión"
"Passkey","Passkey"
"Password","Contraseña"
"Colour theme","Tema de color"
